time,temperature,humidity,pm10,pm2_5,no2,co,aqi,traffic_index,hour,day,month,day_of_week,is_weekend
2025-10-03 23:00:00,28.95,74.45786,80.1,65.0,76.4,960.0,99.08688,0.38,23,3,10,4,0
2025-10-04 00:00:00,29.0,74.01986,87.8,68.5,74.1,1030.0,101.29167,0.16,0,4,10,5,1
2025-10-04 01:00:00,27.95,77.969894,89.2,65.7,66.5,1069.0,104.302086,0.2,1,4,10,5,1
2025-10-04 02:00:00,26.95,82.67109,90.6,61.7,58.3,1114.0,107.17709,0.24,2,4,10,5,1
2025-10-04 03:00:00,26.5,84.63502,91.5,59.6,50.0,1195.0,109.77084,0.21,3,4,10,5,1
2025-10-04 04:00:00,26.3,85.639725,93.6,59.5,41.1,1281.0,112.19792,0.22,4,4,10,5,1
2025-10-04 05:00:00,26.75,82.897,86.4,65.7,63.9,1316.0,114.729164,0.24,5,4,10,5,1
2025-10-04 06:00:00,26.95,80.94567,88.2,66.4,57.6,1276.0,118.166664,0.21,6,4,10,5,1
2025-10-04 07:00:00,27.6,76.058365,93.4,69.2,48.5,1185.0,121.63542,0.15,7,4,10,5,1
2025-10-04 08:00:00,29.45,63.697247,98.7,61.0,38.7,1053.0,125.322914,0.21,8,4,10,5,1
2025-10-04 09:00:00,31.2,53.20072,86.1,53.0,27.5,848.0,128.39584,0.23,9,4,10,5,1
2025-10-04 10:00:00,32.55,46.757908,98.3,51.0,15.5,602.0,130.88544,0.49,10,4,10,5,1
2025-10-04 11:00:00,33.3,44.54904,108.7,50.9,6.9,422.0,133.25002,0.5,11,4,10,5,1
2025-10-04 12:00:00,34.15,40.289898,131.3,50.6,3.6,361.0,135.51042,0.53,12,4,10,5,1
2025-10-04 13:00:00,34.6,38.441914,176.5,50.8,3.7,366.0,137.6979,0.48,13,4,10,5,1
2025-10-04 14:00:00,34.55,37.475124,244.9,53.6,5.0,387.0,139.875,0.17,14,4,10,5,1
2025-10-04 15:00:00,34.3,39.08886,330.6,61.9,7.3,410.0,142.36458,0.21,15,4,10,5,1
2025-10-04 16:00:00,33.55,41.66344,407.9,70.8,10.9,449.0,145.70834,0.24,16,4,10,5,1
2025-10-04 17:00:00,32.3,46.6918,332.5,65.2,17.1,491.0,149.91667,0.58,17,4,10,5,1
2025-10-04 18:00:00,31.25,52.07621,359.5,72.2,21.9,536.0,150.7851,0.6,18,4,10,5,1
2025-10-04 19:00:00,30.55,56.068867,378.1,77.8,28.5,586.0,151.67325,0.64,19,4,10,5,1
2025-10-04 20:00:00,30.25,57.392796,389.3,81.0,33.7,631.0,152.5658,0.63,20,4,10,5,1
2025-10-04 21:00:00,29.95,58.031887,386.5,82.4,36.3,677.0,153.42105,0.23,21,4,10,5,1
2025-10-04 22:00:00,29.05,61.879776,369.7,82.7,37.5,719.0,154.14912,0.19,22,4,10,5,1
2025-10-04 23:00:00,28.25,65.2196,342.7,81.3,37.7,735.0,154.69737,0.16,23,4,10,5,1
2025-10-05 00:00:00,27.6,67.32558,316.6,78.7,36.4,703.0,155.05482,0.24,0,5,10,6,1
2025-10-05 01:00:00,27.0,68.671364,293.4,75.9,34.1,644.0,155.2785,0.22,1,5,10,6,1
2025-10-05 02:00:00,26.4,70.05301,271.9,73.3,32.4,605.0,155.5022,0.25,2,5,10,6,1
2025-10-05 03:00:00,25.7,73.014824,252.4,70.8,32.1,602.0,155.75658,0.2,3,5,10,6,1
2025-10-05 04:00:00,25.15,75.67396,231.9,68.9,32.4,618.0,156.00218,0.23,4,5,10,6,1
2025-10-05 05:00:00,25.4,84.518555,174.6,63.1,28.8,650.0,156.20834,0.23,5,5,10,6,1
2025-10-05 06:00:00,25.55,82.00538,164.8,62.2,29.8,725.0,156.15132,0.24,6,5,10,6,1
2025-10-05 07:00:00,26.5,75.19497,153.7,63.8,30.9,816.0,156.05922,0.23,7,5,10,6,1
2025-10-05 08:00:00,28.35,64.44421,159.3,61.5,29.4,840.0,155.9408,0.15,8,5,10,6,1
2025-10-05 09:00:00,30.4,58.13764,201.2,60.8,22.9,734.0,155.95177,0.19,9,5,10,6,1
2025-10-05 10:00:00,31.8,51.101067,201.6,60.3,13.7,562.0,156.12282,0.52,10,5,10,6,1
2025-10-05 11:00:00,31.0,50.112022,164.8,58.0,7.0,429.0,156.32675,0.49,11,5,10,6,1
2025-10-05 12:00:00,32.2,48.286358,137.8,52.2,4.5,381.0,156.57707,0.51,12,5,10,6,1
2025-10-05 13:00:00,33.35,42.132984,118.7,46.1,4.4,372.0,156.7125,0.51,13,5,10,6,1
2025-10-05 14:00:00,33.9,36.828316,118.3,41.9,5.8,378.0,156.41447,0.18,14,5,10,6,1
2025-10-05 15:00:00,33.65,38.06176,124.8,39.0,7.8,376.0,156.1579,0.16,15,5,10,6,1
2025-10-05 16:00:00,32.9,40.968533,131.8,37.8,11.3,387.0,155.6557,0.15,16,5,10,6,1
2025-10-05 17:00:00,32.35,44.155956,194.6,46.9,16.4,454.0,154.93202,0.56,17,5,10,6,1
2025-10-05 18:00:00,31.1,50.45029,201.2,53.0,30.4,636.0,154.5307,0.58,18,5,10,6,1
2025-10-05 19:00:00,30.35,57.064686,206.8,63.6,50.0,873.0,154.10965,0.59,19,5,10,6,1
2025-10-05 20:00:00,29.65,58.140182,224.4,75.7,66.7,1023.0,153.79825,0.58,20,5,10,6,1
2025-10-05 21:00:00,28.9,60.15518,256.1,88.9,78.2,1018.0,153.68202,0.2,21,5,10,6,1
2025-10-05 22:00:00,28.0,68.44436,279.4,99.4,86.7,926.0,153.82455,0.18,22,5,10,6,1
2025-10-05 23:00:00,23.65,81.519485,292.4,105.0,90.5,805.0,154.1908,0.22,23,5,10,6,1
2025-10-06 00:00:00,22.55,89.57851,283.1,104.3,87.9,643.0,154.71053,0.06,0,6,10,0,0
2025-10-06 01:00:00,22.8,90.70408,248.7,97.6,80.6,452.0,155.27194,0.14,1,6,10,0,0
2025-10-06 02:00:00,22.8,91.54214,222.1,82.9,72.1,326.0,155.7478,0.08,2,6,10,0,0
2025-10-06 03:00:00,22.85,90.98588,210.9,75.0,62.1,305.0,155.95833,0.12,3,6,10,0,0
2025-10-06 04:00:00,22.75,91.25886,201.6,71.0,50.8,349.0,156.05045,0.11,4,6,10,0,0
2025-10-06 05:00:00,24.2,82.8516,164.8,55.8,20.8,427.0,156.0965,0.11,5,6,10,0,0
2025-10-06 06:00:00,24.3,82.86335,135.5,50.5,23.9,556.0,155.9364,0.32,6,6,10,0,0
2025-10-06 07:00:00,25.0,76.11834,127.6,54.4,28.0,719.0,155.67984,0.37,7,6,10,0,0
2025-10-06 08:00:00,26.1,69.56525,133.6,53.2,30.0,836.0,155.47368,0.93,8,6,10,0,0
2025-10-06 09:00:00,26.05,69.77129,108.0,45.4,28.0,872.0,155.29167,0.91,9,6,10,0,0
2025-10-06 10:00:00,26.95,67.19569,85.0,38.1,23.8,863.0,154.95395,0.89,10,6,10,0,0
2025-10-06 11:00:00,29.15,52.192387,68.7,34.1,20.2,830.0,154.4671,0.36,11,6,10,0,0
2025-10-06 12:00:00,25.5,73.432274,67.1,34.6,17.7,763.0,153.94298,0.46,12,6,10,0,0
2025-10-06 13:00:00,24.75,81.15814,83.8,35.3,15.7,674.0,153.557,0.52,13,6,10,0,0
2025-10-06 14:00:00,23.5,92.98969,104.5,37.8,15.0,616.0,153.32018,0.5,14,6,10,0,0
2025-10-06 15:00:00,24.45,85.7159,128.5,40.7,16.1,601.0,153.23026,0.31,15,6,10,0,0
2025-10-06 16:00:00,24.25,86.48483,150.9,44.2,18.5,617.0,153.26753,0.39,16,6,10,0,0
2025-10-06 17:00:00,23.6,90.48091,83.4,39.9,27.8,688.0,153.4079,0.98,17,6,10,0,0
2025-10-06 18:00:00,22.65,94.95712,62.4,41.2,30.9,879.0,153.2544,0.9,18,6,10,0,0
2025-10-06 19:00:00,22.65,94.09071,59.1,42.5,35.1,1126.0,152.9956,0.96,19,6,10,0,0
2025-10-06 20:00:00,22.6,94.37666,58.3,45.3,38.2,1253.0,152.53288,0.91,20,6,10,0,0
2025-10-06 21:00:00,22.35,95.82122,54.2,44.6,39.5,1163.0,151.86623,0.39,21,6,10,0,0
2025-10-06 22:00:00,22.25,95.81814,52.6,45.5,39.6,954.0,150.89474,0.3,22,6,10,0,0
2025-10-06 23:00:00,22.6,96.41532,48.8,43.5,38.3,748.0,148.6354,0.33,23,6,10,0,0
2025-10-07 00:00:00,22.65,95.53859,42.1,37.8,34.5,563.0,142.22916,0.07,0,7,10,1,0
2025-10-07 01:00:00,22.1,97.29069,35.2,31.9,29.3,380.0,135.3021,0.08,1,7,10,1,0
2025-10-07 02:00:00,21.65,98.18047,31.4,28.6,25.7,267.0,128.45833,0.06,2,7,10,1,0
2025-10-07 03:00:00,22.1,97.588524,29.2,27.1,25.0,268.0,122.80209,0.15,3,7,10,1,0
2025-10-07 04:00:00,22.25,95.81814,29.1,27.2,25.8,338.0,117.8125,0.14,4,7,10,1,0
2025-10-07 05:00:00,22.1,96.99369,18.6,16.9,14.6,407.0,113.24999,0.14,5,7,10,1,0
2025-10-07 06:00:00,22.0,97.58673,19.0,17.4,17.3,467.0,109.197914,0.38,6,7,10,1,0
2025-10-07 07:00:00,22.45,92.36761,19.3,17.9,20.9,527.0,105.75,0.3,7,7,10,1,0
2025-10-07 08:00:00,23.05,90.16672,17.0,15.9,22.6,544.0,101.94793,0.95,8,7,10,1,0
2025-10-07 09:00:00,24.3,84.91879,14.0,12.9,20.4,483.0,98.35107,0.88,9,7,10,1,0
2025-10-07 10:00:00,25.55,80.030045,14.1,12.1,16.3,379.0,95.46987,0.89,10,7,10,1,0
2025-10-07 11:00:00,26.85,68.43109,16.5,13.6,13.3,301.0,93.164894,0.33,11,7,10,1,0
2025-10-07 12:00:00,27.5,66.8929,19.8,13.6,12.1,254.0,91.34753,0.54,12,7,10,1,0
2025-10-07 13:00:00,28.2,65.4097,30.4,16.1,11.9,232.0,89.48581,0.46,13,7,10,1,0
2025-10-07 14:00:00,28.5,63.29835,40.7,19.3,13.5,283.0,87.78369,0.53,14,7,10,1,0
2025-10-07 15:00:00,26.3,70.90352,48.9,21.8,17.5,459.0,86.143616,0.35,15,7,10,1,0
2025-10-07 16:00:00,25.7,74.3768,51.8,26.1,23.3,707.0,84.46808,0.32,16,7,10,1,0
2025-10-07 17:00:00,22.25,82.87835,50.3,27.8,27.1,918.0,82.863464,0.91,17,7,10,1,0
2025-10-07 18:00:00,21.9,87.06774,56.7,35.2,33.4,1068.0,81.79077,0.99,18,7,10,1,0
2025-10-07 19:00:00,21.35,92.30633,62.4,40.4,42.1,1181.0,81.258865,0.99,19,7,10,1,0
2025-10-07 20:00:00,21.1,92.86611,60.8,43.7,48.9,1218.0,81.07269,1.0,20,7,10,1,0
2025-10-07 21:00:00,20.95,94.600395,55.6,41.9,52.0,1120.0,80.930855,0.32,21,7,10,1,0
2025-10-07 22:00:00,20.65,96.06527,55.3,43.5,53.2,946.0,80.69149,0.35,22,7,10,1,0
2025-10-07 23:00:00,21.0,98.17156,56.9,45.9,53.6,836.0,80.51418,0.31,23,7,10,1,0
2025-10-08 00:00:00,21.05,97.8705,58.4,47.5,54.0,881.0,80.726944,0.09,0,8,10,2,0
2025-10-08 01:00:00,21.1,96.672775,61.0,49.7,53.7,989.0,81.58688,0.07,1,8,10,2,0
2025-10-08 02:00:00,21.0,96.96895,61.0,51.5,51.2,1028.0,83.164894,0.08,2,8,10,2,0
2025-10-08 03:00:00,20.75,97.86567,60.1,50.2,45.0,917.0,85.19504,0.12,3,8,10,2,0
2025-10-08 04:00:00,20.6,98.16602,60.1,49.4,36.6,737.0,87.24292,0.1,4,8,10,2,0
2025-10-08 05:00:00,20.35,98.771736,47.6,39.1,30.2,598.0,89.211,0.1,5,8,10,2,0
2025-10-08 06:00:00,20.7,96.96214,49.9,40.3,29.5,552.0,91.17907,0.4,6,8,10,2,0
2025-10-08 07:00:00,21.25,94.02976,52.6,41.1,28.3,548.0,93.20922,0.34,7,8,10,2,0
2025-10-08 08:00:00,22.3,86.29894,52.5,37.1,26.6,543.0,95.265945,0.93,8,8,10,2,0
2025-10-08 09:00:00,23.15,83.75732,46.7,30.6,23.8,521.0,97.14538,0.89,9,8,10,2,0
2025-10-08 10:00:00,24.05,79.82808,47.6,29.9,20.3,498.0,98.71454,0.94,10,8,10,2,0
2025-10-08 11:00:00,24.85,76.09488,50.2,31.8,17.4,475.0,100.34374,0.31,11,8,10,2,0
2025-10-08 12:00:00,25.65,70.129295,55.5,34.3,15.1,436.0,102.239586,0.49,12,8,10,2,0
2025-10-08 13:00:00,25.7,67.152855,60.5,36.1,13.3,397.0,104.39583,0.51,13,8,10,2,0
2025-10-08 14:00:00,24.45,71.22649,68.7,38.5,13.5,410.0,106.47916,0.47,14,8,10,2,0
2025-10-08 15:00:00,23.55,76.84189,66.6,38.6,16.4,516.0,108.47916,0.39,15,8,10,2,0
2025-10-08 16:00:00,24.2,75.52256,62.6,38.2,21.2,675.0,110.22916,0.36,16,8,10,2,0
2025-10-08 17:00:00,24.0,80.56386,64.5,43.1,27.6,815.0,111.48957,0.99,17,8,10,2,0
2025-10-08 18:00:00,23.7,82.03051,60.8,47.5,32.5,921.0,113.08331,0.96,18,8,10,2,0
2025-10-08 19:00:00,23.4,81.74053,55.9,47.8,39.3,1008.0,114.36458,0.9,19,8,10,2,0
2025-10-08 20:00:00,22.75,82.93721,51.2,46.2,44.4,1053.0,115.13541,0.98,20,8,10,2,0
2025-10-08 21:00:00,21.95,85.99758,49.0,45.8,46.7,1044.0,115.39582,0.37,21,8,10,2,0
2025-10-08 22:00:00,21.35,88.38273,50.3,47.6,47.3,994.0,115.80207,0.38,22,8,10,2,0
2025-10-08 23:00:00,21.8,89.245674,50.8,48.1,46.1,916.0,116.229164,0.33,23,8,10,2,0
2025-10-09 00:00:00,22.0,88.98542,49.6,46.3,42.2,787.0,116.45832,0.13,0,9,10,3,0
2025-10-09 01:00:00,21.7,90.91087,49.6,44.5,36.5,631.0,116.33332,0.09,1,9,10,3,0
2025-10-09 02:00:00,21.4,92.024,50.5,42.3,31.9,532.0,115.79166,0.11,2,9,10,3,0
2025-10-09 03:00:00,21.05,93.151695,51.5,40.3,29.6,535.0,114.83333,0.13,3,9,10,3,0
2025-10-09 04:00:00,20.7,94.29759,51.9,39.1,28.5,595.0,113.80208,0.13,4,9,10,3,0
2025-10-09 05:00:00,20.55,92.261345,48.7,35.3,24.0,663.0,112.72916,0.14,5,9,10,3,0
2025-10-09 06:00:00,20.75,92.27261,48.0,37.8,25.0,747.0,112.33332,0.34,6,9,10,3,0
2025-10-09 07:00:00,21.4,91.45606,48.0,41.0,26.2,839.0,112.0729,0.39,7,9,10,3,0
2025-10-09 08:00:00,22.7,88.493835,46.2,39.0,25.4,861.0,112.06248,0.92,8,9,10,3,0
2025-10-09 09:00:00,24.15,83.35593,57.4,33.8,20.8,754.0,112.260414,0.87,9,9,10,3,0
2025-10-09 10:00:00,24.95,78.24959,31.8,25.1,14.2,577.0,112.593735,0.86,10,9,10,3,0
2025-10-09 11:00:00,26.35,68.33356,31.7,24.7,9.1,435.0,112.093735,0.38,11,9,10,3,0
2025-10-09 12:00:00,27.45,58.344997,34.2,25.5,6.5,355.0,111.35415,0.48,12,9,10,3,0
2025-10-09 13:00:00,28.15,50.000793,43.5,26.4,5.4,311.0,110.437485,0.46,13,9,10,3,0
2025-10-09 14:00:00,28.2,48.60373,75.0,29.5,6.5,324.0,109.42707,0.48,14,9,10,3,0
2025-10-09 15:00:00,28.0,48.550793,91.7,31.1,10.9,428.0,108.489586,0.37,15,9,10,3,0
2025-10-09 16:00:00,27.35,53.23013,117.8,33.1,17.5,590.0,107.708336,0.34,16,9,10,3,0
2025-10-09 17:00:00,26.25,60.678165,136.0,32.7,24.7,737.0,120.49319,0.93,17,9,10,3,0
2025-10-09 18:00:00,24.55,66.29164,172.8,44.5,30.2,862.0,124.74489,0.99,18,9,10,3,0
2025-10-09 19:00:00,23.8,68.044014,236.6,53.8,37.5,972.0,119.00511,0.93,19,9,10,3,0
2025-10-09 20:00:00,23.1,69.42655,323.2,63.1,41.7,1014.0,106.406235,0.91,20,9,10,3,0
2025-10-09 21:00:00,22.45,70.41008,407.9,72.6,39.9,942.0,108.16666,0.31,21,9,10,3,0
2025-10-09 22:00:00,21.8,72.55999,456.3,79.4,34.9,803.0,110.95831,0.32,22,9,10,3,0
2025-10-09 23:00:00,21.75,78.51886,452.6,81.3,30.0,677.0,114.27083,0.39,23,9,10,3,0
2025-10-10 00:00:00,21.45,79.721596,416.3,78.5,25.6,588.0,117.729164,0.15,0,10,10,4,0
2025-10-10 01:00:00,21.0,81.18198,359.5,72.9,21.3,513.0,121.08333,0.09,1,10,10,4,0
2025-10-10 02:00:00,20.6,81.9029,291.5,65.4,18.5,468.0,124.041664,0.1,2,10,10,4,0
2025-10-10 03:00:00,20.1,82.88383,231.0,58.6,17.8,450.0,126.447914,0.08,3,10,10,4,0
2025-10-10 04:00:00,19.5,84.67352,189.1,53.9,18.7,462.0,128.35416,0.11,4,10,10,4,0
2025-10-10 05:00:00,19.4,89.058624,161.1,49.9,19.5,531.0,129.89583,0.11,5,10,10,4,0
2025-10-10 06:00:00,19.5,88.786194,139.2,49.5,23.3,728.0,131.41667,0.34,6,10,10,4,0
2025-10-10 07:00:00,20.45,86.39006,124.8,52.2,28.1,980.0,132.63542,0.38,7,10,10,4,0
2025-10-10 08:00:00,22.05,81.31678,125.7,50.2,29.6,1101.0,133.80208,0.93,8,10,10,4,0
2025-10-10 09:00:00,23.95,74.54833,107.8,44.4,24.3,962.0,134.96875,0.94,9,10,10,4,0
2025-10-10 10:00:00,25.7,64.88573,82.9,35.4,15.6,692.0,136.07292,0.87,10,10,10,4,0
2025-10-10 11:00:00,26.95,56.244495,74.7,31.7,8.9,481.0,137.14584,0.39,11,10,10,4,0
2025-10-10 12:00:00,27.75,51.343777,76.6,31.3,5.6,390.0,137.875,0.51,12,10,10,4,0
2025-10-10 13:00:00,28.3,45.76809,81.5,31.7,4.3,360.0,138.47916,0.52,13,10,10,4,0
2025-10-10 14:00:00,28.45,43.375023,86.1,32.0,6.2,404.0,139.03125,0.47,14,10,10,4,0
2025-10-10 15:00:00,28.35,42.79174,92.0,32.1,12.8,564.0,139.29169,0.35,15,10,10,4,0
2025-10-10 16:00:00,27.75,47.715584,98.5,32.6,22.6,798.0,139.39583,0.31,16,10,10,4,0
2025-10-10 17:00:00,26.25,55.01482,88.0,40.7,35.0,996.0,142.8146,0.98,17,10,10,4,0
2025-10-10 18:00:00,24.35,61.01311,102.7,53.0,45.3,1097.0,147.06631,0.99,18,10,10,4,0
2025-10-10 19:00:00,23.3,66.66445,109.0,58.8,59.4,1161.0,141.0625,0.96,19,10,10,4,0
2025-10-10 20:00:00,22.95,66.38079,116.9,59.1,68.5,1257.0,141.58333,0.97,20,10,10,4,0
2025-10-10 21:00:00,22.45,67.9905,125.7,60.3,68.1,1462.0,141.16667,0.39,21,10,10,4,0
2025-10-10 22:00:00,22.4,66.904816,134.1,60.1,62.8,1698.0,139.88544,0.38,22,10,10,4,0
2025-10-10 23:00:00,21.8,72.55999,141.6,60.8,57.5,1804.0,137.87502,0.37,23,10,10,4,0
2025-10-11 00:00:00,21.4,74.12131,144.8,60.5,53.6,1669.0,135.7396,0.17,0,11,10,5,1
2025-10-11 01:00:00,20.5,78.58638,143.0,59.5,49.6,1404.0,133.86458,0.2,1,11,10,5,1
2025-10-11 02:00:00,19.85,81.80895,136.9,57.6,46.1,1176.0,132.46875,0.25,2,11,10,5,1
